iso_code,date,new_cases,people_fully_vaccinated
THA,13.08.21,23418,5033568
TTO,13.08.21,321,284572
TUN,13.08.21,2088,1477187
TUR,13.08.21,21372,32095253
TWN,13.08.21,16,648746
UKR,13.08.21,1879,2699400
URY,13.08.21,104,2408960
USA,13.08.21,225981,171843644
VNM,13.08.21,9180,1271973
ZMB,13.08.21,97,212694
ARG,14.08.21,6183,9821987
ATG,14.08.21,6,32026
AUS,14.08.21,439,5372888
AUT,14.08.21,951,5066394
AZE,14.08.21,3508,2358955
BEL,14.08.21,0,7720299
BGD,14.08.21,6885,5224248
BGR,14.08.21,623,1071839
BHR,14.08.21,124,1069945
BOL,14.08.21,0,2038083
BRA,14.08.21,29302,49606493
BRB,14.08.21,10,85080
BRN,14.08.21,42,52186
CAN,14.08.21,868,24150522
CHE,14.08.21,0,4548561
CHL,14.08.21,865,13040101
COL,14.08.21,4007,13749209
CUB,14.08.21,8816,3037064
CUW,14.08.21,84,84698
CZE,14.08.21,212,5336274
DEU,14.08.21,4675,47796011
DNK,14.08.21,917,3751602
DOM,14.08.21,323,4461013
ECU,14.08.21,0,4879776
EST,14.08.21,290,599721
FRA,14.08.21,24427,35441903
GBR,14.08.21,29153,40577198
GEO,14.08.21,5579,237149
GIB,14.08.21,9,39174
GRC,14.08.21,3270,5504723
GTM,14.08.21,4167,527652
HKG,14.08.21,2,2881033
IDN,14.08.21,28598,27793556
IND,14.08.21,36083,121270889
IRL,14.08.21,2074,3124964
ISR,14.08.21,5622,5438319
ITA,14.08.21,7181,34591812
JOR,14.08.21,658,2498898
KAZ,14.08.21,0,4668157
KEN,14.08.21,1225,744186
KGZ,14.08.21,520,261380
KHM,14.08.21,598,7116243
KOR,14.08.21,1817,9894675
LBN,14.08.21,1498,972073
LIE,14.08.21,10,20170
LTU,14.08.21,599,1370401
LVA,14.08.21,108,718804
MAR,14.08.21,10240,11389655
MDV,14.08.21,74,295039
MEX,14.08.21,23642,28746570
MKD,14.08.21,788,471728
MLT,14.08.21,94,404679
MNE,14.08.21,394,163440
MNG,14.08.21,1402,2018569
MWI,14.08.21,276,261349
MYS,14.08.21,20670,10623327
NAM,14.08.21,130,78313
NLD,14.08.21,2339,10679594
NOR,14.08.21,268,2241601
NPL,14.08.21,1947,3303578
NZL,14.08.21,5,913309
OWID_AFR,14.08.21,33881,27403177
OWID_ASI,14.08.21,253730,1133421231
OWID_EUN,14.08.21,52894,240243010
OWID_EUR,14.08.21,111232,329272003
OWID_HIC,14.08.21,182277,593502745
OWID_KOS,14.08.21,1370,202647
OWID_LIC,14.08.21,3275,2317094
OWID_LMC,14.08.21,161165,231565590
OWID_NAM,14.08.21,108197,238230272
OWID_OCE,14.08.21,758,6705607
OWID_SAM,14.08.21,43138,105157204
OWID_UMC,14.08.21,204219,1012791636
OWID_WRL,14.08.21,550936,1840189494
PER,14.08.21,1497,7046963
POL,14.08.21,211,18156083
PRT,14.08.21,2571,6963794
PRY,14.08.21,105,1233031
QAT,14.08.21,194,1871303
ROU,14.08.21,408,4988049
RUS,14.08.21,21531,32251637
SAU,14.08.21,0,10944970
SGP,14.08.21,58,4038242
SUR,14.08.21,106,82760
SVN,14.08.21,265,883331
SWZ,14.08.21,501,100126
TTO,14.08.21,148,292963
TUN,14.08.21,2050,1488800
TUR,14.08.21,19949,32546912
UKR,14.08.21,1966,2730177
URY,14.08.21,111,2410526
USA,14.08.21,68264,172084264
VNM,14.08.21,9716,1355677
ZWE,14.08.21,345,1198901
ALB,15.08.21,397,570233
AND,15.08.21,0,40616
ARE,15.08.21,1189,7209971
ARG,15.08.21,3727,10032222
ARM,15.08.21,331,75663
AUS,15.08.21,518,5409686
AUT,15.08.21,891,5074332
AZE,15.08.21,2993,2374294
BEL,15.08.21,0,7722053
BGD,15.08.21,6684,5351022
BGR,15.08.21,272,1073188
BHR,15.08.21,103,1071350
BLR,15.08.21,1305,1188636
BOL,15.08.21,797,2046562
BRA,15.08.21,13767,49705914
BRB,15.08.21,0,85672
BTN,15.08.21,1,474547
CAN,15.08.21,744,24229281
CHE,15.08.21,0,4548864
CHL,15.08.21,899,13040302
COL,15.08.21,3132,13775599
CUB,15.08.21,8636,3037069
CZE,15.08.21,142,5346646
DEU,15.08.21,3732,47882764
DNK,15.08.21,850,3789002
DOM,15.08.21,216,4462896
ECU,15.08.21,0,4944406
ESP,15.08.21,0,29794008
EST,15.08.21,202,600869
FIN,15.08.21,535,2384140
FRA,15.08.21,21269,35492802
FRO,15.08.21,0,32933
GBR,15.08.21,26440,40703581
GIN,15.08.21,183,344622
GRC,15.08.21,1888,5505041
GTM,15.08.21,1309,535522
HKG,15.08.21,1,2906773
HRV,15.08.21,298,1549881
HUN,15.08.21,0,5500193
IDN,15.08.21,20813,28112285
IRL,15.08.21,1758,3148285
ISR,15.08.21,4464,5442825
ITA,15.08.21,5661,34616781
JEY,15.08.21,,70933
JOR,15.08.21,1238,2539255
JPN,15.08.21,17888,47231796
KAZ,15.08.21,15103,4700091
KEN,15.08.21,789,746267
KGZ,15.08.21,332,272424
KHM,15.08.21,588,7250849
KOR,15.08.21,1553,9900794
LBN,15.08.21,1515,978199
LIE,15.08.21,6,20170
LTU,15.08.21,464,1371013
LVA,15.08.21,73,719470
MAR,15.08.21,7380,11402066
MDV,15.08.21,137,295872
MEX,15.08.21,0,29046598
MLT,15.08.21,51,404760
MNE,15.08.21,446,164110
MNG,15.08.21,1300,2018894
MWI,15.08.21,187,264900
MYS,15.08.21,20546,10905128
NAM,15.08.21,242,78846
NOR,15.08.21,449,2242746
NPL,15.08.21,1793,3364157
NZL,15.08.21,7,920717
OWID_AFR,15.08.21,28908,27577376
OWID_ASI,15.08.21,256913,1136686452
OWID_CYN,15.08.21,,142493
OWID_EUN,15.08.21,43639,241385312
OWID_EUR,15.08.21,97924,330849919
OWID_HIC,15.08.21,143137,596248359
OWID_LIC,15.08.21,3075,2321204
OWID_LMC,15.08.21,151217,233002482
OWID_NAM,15.08.21,56977,238795092
OWID_OCE,15.08.21,525,6749813
OWID_SAM,15.08.21,24555,105789347
OWID_UMC,15.08.21,168359,1014863525
OWID_WRL,15.08.21,465811,1846447999
PAK,15.08.21,3669,12104373
PER,15.08.21,978,7222724
PHL,15.08.21,14385,12565017
POL,15.08.21,148,18173552
PRT,15.08.21,2217,6968532
PRY,15.08.21,106,1277907
QAT,15.08.21,187,1877541
ROU,15.08.21,323,4992425
RUS,15.08.21,21010,32432870
SAU,15.08.21,0,11156780
SGP,15.08.21,53,4069391
SRB,15.08.21,817,2757076
SUR,15.08.21,54,84873
SVK,15.08.21,95,2221742
SVN,15.08.21,95,883370
SWE,15.08.21,0,4962257
SWZ,15.08.21,157,102504
THA,15.08.21,21882,5109476
TJK,15.08.21,60,130976
TTO,15.08.21,190,308205
TUR,15.08.21,18847,32807818
TWN,15.08.21,9,661884
UKR,15.08.21,1309,2751070
URY,15.08.21,80,2410563
USA,15.08.21,44054,172244705
VNM,15.08.21,9580,1379274
ZAF,15.08.21,10139,4082852
ZMB,15.08.21,183,214425
ZWE,15.08.21,235,1225235
ABW,16.08.21,56,67762
AGO,16.08.21,122,727297
ALB,16.08.21,200,572816
ARE,16.08.21,1109,7220098
ARG,16.08.21,3636,10165290
ATG,16.08.21,0,32248
AUS,16.08.21,482,5542237
AUT,16.08.21,774,5094649
AZE,16.08.21,1851,2374339
BEL,16.08.21,5010,7754840
BGD,16.08.21,6959,5425319
BGR,16.08.21,1301,1079266
BHR,16.08.21,106,1072508
BLZ,16.08.21,163,61567
BOL,16.08.21,0,2095325
BRA,16.08.21,18190,50600926
BRB,16.08.21,23,86141
CAN,16.08.21,4547,24360564
CHE,16.08.21,5579,4562543
CHL,16.08.21,740,13062747
CMR,16.08.21,0,68085
COM,16.08.21,0,41358
CPV,16.08.21,10,37994
CRI,16.08.21,3854,899571
CUB,16.08.21,9169,3047933
CYP,16.08.21,165,493794
CZE,16.08.21,75,5380709
DEU,16.08.21,3549,48079868
DNK,16.08.21,959,3834028
DOM,16.08.21,283,4463319
ECU,16.08.21,0,5320762
EGY,16.08.21,107,2157904
ESP,16.08.21,25726,29968303
EST,16.08.21,163,603849
FJI,16.08.21,817,211496
FRA,16.08.21,11186,35814824
FRO,16.08.21,1,33285
GBR,16.08.21,28278,40841971
GEO,16.08.21,2676,245207
GIN,16.08.21,98,344936
GNQ,16.08.21,0,137612
GRC,16.08.21,2212,5524389
GRL,16.08.21,4,30001
GTM,16.08.21,757,567755
GUY,16.08.21,14,147128
HKG,16.08.21,3,2936392
HRV,16.08.21,46,1554491
HTI,16.08.21,49,544
HUN,16.08.21,188,5500369
IDN,16.08.21,17384,28524986
IMN,16.08.21,62,60569
IND,16.08.21,25166,121838266
IRL,16.08.21,1441,3175498
IRN,16.08.21,41194,4381064
ISR,16.08.21,8698,5447506
ITA,16.08.21,3669,34723768
JOR,16.08.21,1183,2565875
JPN,16.08.21,15007,47819864
KAZ,16.08.21,6922,4717883
KEN,16.08.21,679,747867
KGZ,16.08.21,237,285926
KHM,16.08.21,593,7364522
KOR,16.08.21,1373,10158301
LBN,16.08.21,706,987616
LIE,16.08.21,14,20439
LTU,16.08.21,360,1385114
LVA,16.08.21,49,721856
MAC,16.08.21,0,253297
MAR,16.08.21,3897,11640441
MDV,16.08.21,152,296498
MEX,16.08.21,16467,29239686
MKD,16.08.21,293,479333
MLT,16.08.21,43,405578
MNE,16.08.21,297,164538
MNG,16.08.21,1061,2022529
MOZ,16.08.21,289,571386
MWI,16.08.21,138,265491
MYS,16.08.21,19740,11240435
NAM,16.08.21,76,80664
NCL,16.08.21,0,65466
NER,16.08.21,0,84682
NOR,16.08.21,530,2273855
NPL,16.08.21,2566,3490065
NZL,16.08.21,0,936776
OMN,16.08.21,214,795726
OWID_AFR,16.08.21,29390,28638137
OWID_ASI,16.08.21,240873,1141610657
OWID_EUN,16.08.21,61323,242652707
OWID_EUR,16.08.21,121494,332531903
OWID_HIC,16.08.21,336012,599703138
OWID_LIC,16.08.21,2769,2467500
OWID_LMC,16.08.21,144686,236716982
OWID_NAM,16.08.21,244555,239628542
OWID_OCE,16.08.21,3516,6950935
OWID_SAM,16.08.21,26892,107441133
OWID_UMC,16.08.21,183241,1017901258
OWID_WRL,16.08.21,666745,1856801307
PER,16.08.21,0,7270305
PHL,16.08.21,14230,12743082
PNG,16.08.21,6,21090
POL,16.08.21,128,18205787
PRT,16.08.21,1135,7177521
PRY,16.08.21,147,1393115
PYF,16.08.21,2211,81793
QAT,16.08.21,260,1909143
ROU,16.08.21,286,5002025
RUS,16.08.21,20154,32593961
SAU,16.08.21,1755,11374999
SEN,16.08.21,175,341386
SGP,16.08.21,53,4088103
SLB,16.08.21,0,14437
SLV,16.08.21,0,1992941
SRB,16.08.21,1288,2761921
STP,16.08.21,1,11873
SUR,16.08.21,48,86948
SVN,16.08.21,56,886578
SWZ,16.08.21,506,102749
THA,16.08.21,21157,5228157
TTO,16.08.21,89,320425
TUN,16.08.21,1748,1571492
TUR,16.08.21,18163,33140399
TUV,16.08.21,,2301
TWN,16.08.21,10,683739
TZA,16.08.21,0,218621
UKR,16.08.21,1028,2805302
URY,16.08.21,95,2421213
USA,16.08.21,203843,172596032
VNM,16.08.21,8652,1401834
VUT,16.08.21,0,1721
WLF,16.08.21,0,4713
WSM,16.08.21,0,32178
ZAF,16.08.21,7983,4197442
ZWE,16.08.21,0,1254726
ABW,17.08.21,105,68051
ALB,17.08.21,451,575342
ARE,17.08.21,1115,7239637
ARG,17.08.21,8172,10257176
AUS,17.08.21,677,5671442
AUT,17.08.21,866,5115118
AZE,17.08.21,3322,2392409
BEL,17.08.21,1741,7790276
BGD,17.08.21,7535,5690144
BGR,17.08.21,1405,1087102
BHR,17.08.21,105,1073383
BLZ,17.08.21,98,62199
BOL,17.08.21,1303,2141816
BRA,17.08.21,39006,51771235
BRB,17.08.21,33,87096
BRN,17.08.21,65,59041
CAN,17.08.21,1862,24468475
CHE,17.08.21,3152,4575690
CHL,17.08.21,398,13089613
COL,17.08.21,3247,13880688
CUB,17.08.21,9772,3066844
CUW,17.08.21,84,84833
CYP,17.08.21,381,497540
CZE,17.08.21,221,5407799
DEU,17.08.21,5391,48344105
DNK,17.08.21,886,3871711
DOM,17.08.21,51,4480873
ECU,17.08.21,0,5728292
ESP,17.08.21,14336,30261332
EST,17.08.21,359,606475
FRA,17.08.21,22959,36156783
FRO,17.08.21,1,33465
GBR,17.08.21,26628,40987846
GIB,17.08.21,15,39174
GIN,17.08.21,137,345767
GRC,17.08.21,4412,5544272
GRL,17.08.21,8,30012
GTM,17.08.21,3823,614898
HKG,17.08.21,3,2964062
HRV,17.08.21,341,1558636
HUN,17.08.21,45,5501199
IDN,17.08.21,20741,29159049
IMN,17.08.21,57,60598
IND,17.08.21,35178,123065342
IRL,17.08.21,1496,3201737
ISR,17.08.21,8252,5452594
ITA,17.08.21,5268,34845114
JOR,17.08.21,1066,2603201
JPN,17.08.21,20105,49356133
KAZ,17.08.21,7597,4769789
KGZ,17.08.21,341,299834
KHM,17.08.21,556,7479110
KOR,17.08.21,1803,10655036
LBN,17.08.21,1178,997575
LCA,17.08.21,0,26330
LIE,17.08.21,12,20505
LTU,17.08.21,596,1396323
LVA,17.08.21,154,725033
MAR,17.08.21,9041,11980285
MDV,17.08.21,130,297003
MEX,17.08.21,14814,29402096
MKD,17.08.21,995,485464
MLT,17.08.21,54,406325
MNE,17.08.21,548,165860
MWI,17.08.21,244,285505
MYS,17.08.21,19631,11590669
NIC,17.08.21,0,197608
NOR,17.08.21,747,2318894
NPL,17.08.21,2456,3586673
NZL,17.08.21,10,957208
OWID_AFR,17.08.21,32277,29089148
OWID_ASI,17.08.21,276015,1148118456
OWID_EUN,17.08.21,70140,243958963
OWID_EUR,17.08.21,129184,334425847
OWID_HIC,17.08.21,285797,604231473
OWID_KOS,17.08.21,1765,213279
OWID_LIC,17.08.21,3659,2488345
OWID_LMC,17.08.21,173902,240447853
OWID_NAM,17.08.21,184885,240450241
OWID_OCE,17.08.21,3441,7100572
OWID_SAM,17.08.21,54701,109459502
OWID_UMC,17.08.21,217145,1021463666
OWID_WRL,17.08.21,680510,1868643766
PAK,17.08.21,3974,12658359
PER,17.08.21,2015,7333762
POL,17.08.21,215,18244397
PRT,17.08.21,2118,7208927
PRY,17.08.21,181,1488152
QAT,17.08.21,269,1927166
ROU,17.08.21,544,5012813
RUS,17.08.21,20349,32892288
SAU,17.08.21,0,11600196
SGP,17.08.21,56,4102923
SLV,17.08.21,0,2053820
SRB,17.08.21,1484,2766182
SUR,17.08.21,161,89235
SVN,17.08.21,320,890343
SWZ,17.08.21,747,109596
THA,17.08.21,20128,5381676
TJK,17.08.21,48,212000
TLS,17.08.21,247,143021
TTO,17.08.21,278,329737
TUN,17.08.21,1062,1599314
TUR,17.08.21,21692,33557585
TWN,17.08.21,18,703946
UKR,17.08.21,1499,2865455
URY,17.08.21,118,2430630
USA,17.08.21,148854,172956588
VNM,17.08.21,9605,1486425
ZMB,17.08.21,358,219082
ZWE,17.08.21,958,1305722
ABW,18.08.21,0,68242
ARE,18.08.21,1089,7259423
ARG,18.08.21,9764,10449719
AUS,18.08.21,747,5815832
AUT,18.08.21,1221,5135284
AZE,18.08.21,4129,2406267
BEL,18.08.21,2746,7831859
BGD,18.08.21,7248,5869835
BGR,18.08.21,1387,1094904
BHR,18.08.21,127,1074086
BIH,18.08.21,420,360928
BLZ,18.08.21,74,63048
BOL,18.08.21,715,2192160
BRA,18.08.21,40171,52629848
BRB,18.08.21,13,87710
CAN,18.08.21,2356,24562728
CHE,18.08.21,3290,4590331
CHL,18.08.21,501,13168002
COL,18.08.21,3154,13958104
CUB,18.08.21,8666,3085785
CUW,18.08.21,65,85047
CYM,18.08.21,5,48751
CYP,18.08.21,412,499491
CZE,18.08.21,299,5446668
DEU,18.08.21,9008,48649265
DNK,18.08.21,1193,3908304
DOM,18.08.21,183,4501030
ECU,18.08.21,0,6111379
ESP,18.08.21,11956,30565129
EST,18.08.21,286,609164
FRA,18.08.21,28405,36486280
FRO,18.08.21,0,33541
GBR,18.08.21,33646,41157069
GEO,18.08.21,5914,258303
GIN,18.08.21,53,346716
GNQ,18.08.21,38,139705
GRC,18.08.21,3437,5563987
GTM,18.08.21,4650,669231
HKG,18.08.21,3,2991745
HRV,18.08.21,524,1564842
HTI,18.08.21,0,1399
HUN,18.08.21,109,5502086
IDN,18.08.21,15768,29403345
IND,18.08.21,36401,124452924
IRL,18.08.21,1704,3227803
ISR,18.08.21,5883,5457148
ITA,18.08.21,7159,34965128
JEY,18.08.21,,71181
JOR,18.08.21,888,2646399
JPN,18.08.21,24096,49990477
KAZ,18.08.21,7758,4819587
KEN,18.08.21,1506,760920
KGZ,18.08.21,269,312948
KHM,18.08.21,593,7577698
KOR,18.08.21,2151,10975734
LBN,18.08.21,1689,1003901
LBY,18.08.21,2325,52050
LIE,18.08.21,14,20545
LTU,18.08.21,646,1411553
LVA,18.08.21,180,728485
MAC,18.08.21,0,257174
MAR,18.08.21,9703,12341745
MDV,18.08.21,106,297556
MEX,18.08.21,28953,29903441
MKD,18.08.21,1077,491169
MLT,18.08.21,82,407154
MNE,18.08.21,535,167157
MNG,18.08.21,1587,2033613
MWI,18.08.21,396,303470
MYS,18.08.21,22242,11955513
NOR,18.08.21,612,2425765
NPL,18.08.21,2613,3649760
NZL,18.08.21,0,957309
OWID_AFR,18.08.21,43954,29892570
OWID_ASI,18.08.21,263355,1152935301
OWID_EUN,18.08.21,79939,245346314
OWID_EUR,18.08.21,147750,336483734
OWID_HIC,18.08.21,322314,607893272
OWID_KOS,18.08.21,2110,215329
OWID_LIC,18.08.21,3925,2507259
OWID_LMC,18.08.21,166681,243406768
OWID_NAM,18.08.21,219258,241714002
OWID_OCE,18.08.21,3042,7245063
OWID_SAM,18.08.21,57313,111247792
OWID_UMC,18.08.21,241749,1025698734
OWID_WRL,18.08.21,734673,1879518462
PAK,18.08.21,4373,12795662
PAN,18.08.21,838,975612
PER,18.08.21,1468,7388587
PHL,18.08.21,10820,12877197
POL,18.08.21,207,18309754
PRT,18.08.21,2983,7234636
PRY,18.08.21,199,1567808
QAT,18.08.21,218,1935266
ROU,18.08.21,541,5024147
RUS,18.08.21,20312,33167259
SAU,18.08.21,0,11831512
SGP,18.08.21,53,4118139
SLV,18.08.21,2006,2111079
SRB,18.08.21,1497,2768776
SUR,18.08.21,114,90846
SVN,18.08.21,385,894788
THA,18.08.21,20515,5503882
TTO,18.08.21,194,339267
TUN,18.08.21,5578,1621713
TUR,18.08.21,19944,34128107
TWN,18.08.21,11,725009
UKR,18.08.21,2049,2925045
URY,18.08.21,140,2442436
USA,18.08.21,166596,173332006
VNM,18.08.21,8800,1562669
ZAF,18.08.21,14727,4482893
ZMB,18.08.21,382,223512
ZWE,18.08.21,452,1349294
ABW,19.08.21,208,68409
ALB,19.08.21,522,581242
ARE,19.08.21,1077,7279364
ARG,19.08.21,10596,10786254
ATG,19.08.21,0,32370
AUS,19.08.21,707,5958723
AUT,19.08.21,1226,5155160
AZE,19.08.21,3614,2416859
BEL,19.08.21,2192,7872296
BGD,19.08.21,6566,6083273
BGR,19.08.21,1371,1102320
BHR,19.08.21,96,1074838
BOL,19.08.21,0,2236947
BRA,19.08.21,36013,53680684
BRB,19.08.21,15,88986
CAN,19.08.21,2969,24662167
CHE,19.08.21,2790,4603200
CHL,19.08.21,858,13228759
COG,19.08.21,0,101628
COL,19.08.21,3193,14052941
CUB,19.08.21,8972,3093593
CZE,19.08.21,212,5485008
DEU,19.08.21,8303,48881303
DJI,19.08.21,0,20841
DNK,19.08.21,984,3934819
DOM,19.08.21,304,4520504
ECU,19.08.21,1348,6435968
ESP,19.08.21,12445,31096470
EST,19.08.21,357,612524
FRA,19.08.21,23973,36816733
FRO,19.08.21,2,33684
GBR,19.08.21,36421,41332128
GEO,19.08.21,4921,266962
GIB,19.08.21,13,39179
GIN,19.08.21,120,353003
GRC,19.08.21,3273,5579852
GRL,19.08.21,12,30621
GTM,19.08.21,5826,729110
HKG,19.08.21,5,3022644
HRV,19.08.21,486,1571296
IDN,19.08.21,22053,30368525
IND,19.08.21,36571,125479664
IRL,19.08.21,1818,3250558
ISR,19.08.21,8413,5462323
ITA,19.08.21,7240,35081810
JOR,19.08.21,782,2681429
JPN,19.08.21,25341,50527102
KAZ,19.08.21,7687,4867622
KEN,19.08.21,1263,767602
KGZ,19.08.21,249,334370
KHM,19.08.21,533,7662263
KOR,19.08.21,2051,11270197
LBN,19.08.21,1993,1012967
LCA,19.08.21,279,26820
LIE,19.08.21,10,20545
LTU,19.08.21,557,1427972
LVA,19.08.21,146,731292
MAR,19.08.21,9462,12699602
MCO,19.08.21,6,20960
MDV,19.08.21,134,298328
MEX,19.08.21,23169,30219721
MKD,19.08.21,1155,495803
MLT,19.08.21,86,408010
MNE,19.08.21,532,168543
MNG,19.08.21,1875,2038558
MUS,19.08.21,298,658195
MWI,19.08.21,187,323221
MYS,19.08.21,22948,12307570
NAM,19.08.21,197,83629
NOR,19.08.21,685,2527192
NPL,19.08.21,2321,3708688
NZL,19.08.21,32,966085
OWID_AFR,19.08.21,39337,30812305
OWID_ASI,19.08.21,268481,1157544407
OWID_EUN,19.08.21,73841,246841099
OWID_EUR,19.08.21,144815,338685742
OWID_HIC,19.08.21,312118,611549478
OWID_KOS,19.08.21,2236,221026
OWID_LIC,19.08.21,3036,2534299
OWID_LMC,19.08.21,157875,246707594
OWID_NAM,19.08.21,201364,242752705
OWID_OCE,19.08.21,2936,7396730
OWID_SAM,19.08.21,55608,113248611
OWID_UMC,19.08.21,239489,1029636700
OWID_WRL,19.08.21,712544,1890440500
PAN,19.08.21,862,1049081
PER,19.08.21,1371,7447410
POL,19.08.21,196,18358017
PRT,19.08.21,2554,7253378
PRY,19.08.21,127,1582326
QAT,19.08.21,306,1946381
ROU,19.08.21,595,5034584
RUS,19.08.21,20459,33491307
RWA,19.08.21,496,392832
SAU,19.08.21,1115,12075256
SEN,19.08.21,175,564998
SGP,19.08.21,32,4131881
SLV,19.08.21,281,2185430
SRB,19.08.21,1656,2771947
SUR,19.08.21,154,93451
SVN,19.08.21,382,900517
TCD,19.08.21,0,11865
THA,19.08.21,20902,5705200
TTO,19.08.21,155,346441
TUN,19.08.21,0,1645148
TUR,19.08.21,19320,34446015
TWN,19.08.21,6,745301
UKR,19.08.21,2159,2996575
URY,19.08.21,113,2454968
USA,19.08.21,154417,173709932
VCT,19.08.21,0,10273
VNM,19.08.21,10510,1636372
ZAF,19.08.21,13671,4629371
ZMB,19.08.21,384,227875
ZWE,19.08.21,404,1387672
ABW,20.08.21,152,68498
AFG,20.08.21,37,430744
AGO,20.08.21,258,728311
AIA,20.08.21,0,8965
ARE,20.08.21,1070,7308934
ARG,20.08.21,8160,11151888
AUS,20.08.21,891,6103421
AUT,20.08.21,1258,5175123
AZE,20.08.21,3968,2428268
BEL,20.08.21,2168,7906830
BGR,20.08.21,1368,1109399
BHR,20.08.21,79,1075461
BHS,20.08.21,114,51150
BLZ,20.08.21,81,64901
BMU,20.08.21,0,41592
BOL,20.08.21,738,2275700
BRA,20.08.21,34213,54578690
BRB,20.08.21,19,89683
BRN,20.08.21,387,65904
CAN,20.08.21,2998,24752920
CHE,20.08.21,2575,4619804
CHL,20.08.21,752,13285242
CMR,20.08.21,0,72112
COD,20.08.21,142,4897
COL,20.08.21,3416,14157111
CPV,20.08.21,47,49398
CUB,20.08.21,9764,3118412
CUW,20.08.21,87,85168
CYM,20.08.21,2,48847
CYP,20.08.21,420,504059
CZE,20.08.21,175,5525190
DEU,20.08.21,8966,49113260
DMA,20.08.21,0,19887
DNK,20.08.21,923,3963571
DOM,20.08.21,373,4534518
DZA,20.08.21,578,724812
ECU,20.08.21,0,6710639
EST,20.08.21,331,613278
FRA,20.08.21,22319,37186486
GAB,20.08.21,41,53037
GBR,20.08.21,37038,41499520
GIB,20.08.21,8,39181
GRC,20.08.21,3596,5597167
GRD,20.08.21,0,17768
GRL,20.08.21,11,31034
GTM,20.08.21,5243,794979
HKG,20.08.21,2,3059454
HRV,20.08.21,468,1576504
IDN,20.08.21,20004,30753137
IMN,20.08.21,65,60611
IND,20.08.21,34457,127103265
IRL,20.08.21,2098,3258654
ISR,20.08.21,7606,5465089
ITA,20.08.21,7220,35197689
JAM,20.08.21,556,138044
JOR,20.08.21,721,2686764
KAZ,20.08.21,7471,4913196
KEN,20.08.21,1414,773067
KGZ,20.08.21,242,346902
KHM,20.08.21,519,7737909
KOR,20.08.21,1880,11604293
LAO,20.08.21,440,1644691
LBN,20.08.21,1019,1018723
LCA,20.08.21,98,27102
LIE,20.08.21,12,20548
LKA,20.08.21,8647,5269083
LTU,20.08.21,583,1440391
LVA,20.08.21,133,734838
MAR,20.08.21,8216,12810014
MDV,20.08.21,95,298418
MEX,20.08.21,21734,30490131
MKD,20.08.21,1057,499934
MLT,20.08.21,51,408885
MNE,20.08.21,634,169861
MNG,20.08.21,1841,2051568
MWI,20.08.21,201,340565
MYS,20.08.21,23564,12649161
NIC,20.08.21,0,200770
NOR,20.08.21,720,2580669
NPL,20.08.21,2079,3799178
NZL,20.08.21,24,986306
OWID_AFR,20.08.21,37147,32201580
OWID_ASI,20.08.21,264420,1163997367
OWID_EUN,20.08.21,72335,247825160
OWID_EUR,20.08.21,144079,340369420
OWID_HIC,20.08.21,394702,614201365
OWID_KOS,20.08.21,2250,227581
OWID_LIC,20.08.21,3878,3053913
OWID_LMC,20.08.21,161278,252483730
OWID_NAM,20.08.21,287801,243794380
OWID_OCE,20.08.21,2029,7561649
OWID_SAM,20.08.21,49335,115092260
OWID_UMC,20.08.21,224949,1033265219
OWID_WRL,20.08.21,784811,1903016656
PAK,20.08.21,3084,13022591
PER,20.08.21,1396,7516660
POL,20.08.21,212,18410561
PRT,20.08.21,2507,7268720
PRY,20.08.21,123,1592924
QAT,20.08.21,221,1958680
ROU,20.08.21,628,5045222
RUS,20.08.21,20402,33855281
RWA,20.08.21,380,419715
SAU,20.08.21,0,12230700
SGP,20.08.21,40,4150411
SLV,20.08.21,270,2260225
SUR,20.08.21,140,97443
SVN,20.08.21,333,905174
SXM,20.08.21,,22631
TGO,20.08.21,523,178621
THA,20.08.21,19851,5920614
TTO,20.08.21,257,355822
TUN,20.08.21,3127,1671876
TUR,20.08.21,19918,34791602
TWN,20.08.21,9,771763
UGA,20.08.21,0,242310
UKR,20.08.21,2190,3082723
URY,20.08.21,145,2477060
USA,20.08.21,240034,174184027
VCT,20.08.21,0,11884
VGB,20.08.21,0,12605
VNM,20.08.21,10657,1707066
ZAF,20.08.21,14312,4782071
ZWE,20.08.21,0,1428079
ALB,21.08.21,658,587625
ARE,21.08.21,1066,7328967
ARG,21.08.21,5889,11479360
AUS,21.08.21,907,6190566
AUT,21.08.21,1328,5187915
AZE,21.08.21,3551,2442691
BEL,21.08.21,0,7925430
BGD,21.08.21,3991,6156728
BGR,21.08.21,845,1111648
BHR,21.08.21,102,1076282
BOL,21.08.21,1210,2282997
BRA,21.08.21,25322,55013076
BRB,21.08.21,0,90027
CAN,21.08.21,1053,24827798
CHE,21.08.21,0,4625011
CHL,21.08.21,712,13288232
COL,21.08.21,2965,14208967
CUB,21.08.21,9740,3127996
CUW,21.08.21,0,85438
CYP,21.08.21,311,504219
CZE,21.08.21,174,5537949
DEU,21.08.21,6600,49210179
DNK,21.08.21,1024,3983242
DOM,21.08.21,267,4540737
ECU,21.08.21,0,6901692
EST,21.08.21,218,614553
FRA,21.08.21,22712,37426572
GBR,21.08.21,31783,41694401
GIB,21.08.21,9,39195
GNQ,21.08.21,0,141326
GRC,21.08.21,3184,5614071
GTM,21.08.21,4580,813604
HKG,21.08.21,3,3096943
